Nr,P1,P2,P3,P4
1361,886,428,408,744
1362,580,657,398,728
1363,691,571,363,686
1364,75,448,428,698
1365,922,438,410,728
1366,837,484,483,746
1367,822,450,446,740
1368,908,494,474,667
1369,552,535,419,712
1370,392,433,448,633
1371,378,523,450,720
1372,610,480,427,728
1373,314,435,380,647
1374,154,582,464,698
1375,535,494,466,650
1376,882,534,413,690
1377,383,477,397,701
1378,274,426,407,638
1379,136,434,446,692
1380,630,498,491,715
1381,18,629,404,666
1382,384,664,458,693
1383,547,530,429,676
1384,471,369,482,690
1385,821,440,478,686
1386,960,471,424,686
1387,195,505,484,671
1388,524,565,486,638
1389,68,457,487,648
1390,319,441,417,738
1391,657,343,403,732
1392,115,608,483,698
1393,336,529,490,732
1394,558,360,427,665
1395,795,386,462,748
1396,60,669,406,738
1397,200,534,449,730
1398,263,474,500,731
1399,91,499,500,706
1400,510,514,451,657
1401,793,456,405,687
1402,218,507,456,714
1403,34,453,485,714
1404,981,532,478,660
1405,654,533,472,692
1406,432,516,447,712
1407,156,610,489,666
1408,37,555,429,732
1409,373,528,429,703
1410,701,450,417,724
1411,41,347,495,674
1412,329,485,496,671
1413,205,615,458,736
1414,665,585,497,713
1415,446,549,461,729
1416,82,382,423,678
1417,1,450,463,698
1418,713,454,420,726
1419,491,337,436,712
1420,904,605,482,681
1421,525,539,470,720
1422,407,537,428,745
1423,720,595,461,719
1424,795,642,490,725
1425,455,579,426,731
1426,93,615,498,733
1427,710,517,451,727
1428,512,383,485,730
1429,156,441,435,720
1430,184,506,469,737
1431,855,456,452,745
1432,64,555,470,690
1433,607,480,452,714
1434,208,537,458,716
1435,862,548,447,717
1436,927,510,454,724
1437,698,483,449,741
1438,69,486,477,712
1439,478,574,476,691
1440,749,529,447,750
1441,499,468,469,713
1442,151,568,452,735
1443,4,448,464,708
1444,712,458,451,731
1445,991,564,444,748
1446,817,551,464,746
1447,163,297,447,737
1448,443,492,452,703
1449,165,416,487,736
1450,576,431,487,722
1451,967,420,484,736
1452,318,448,500,711
1453,391,475,491,745
1454,692,572,492,742
1455,338,460,500,744
1456,322,472,466,718
1457,422,421,456,714
1458,302,607,482,746
1459,366,623,472,727
1460,116,351,464,722
1461,431,389,463,740
1462,163,430,485,725
1463,254,420,493,728
1464,845,619,477,727
1465,53,458,464,715
1466,989,549,482,747
1467,199,485,475,727
1468,282,406,475,721
1469,448,346,498,741
1470,978,481,490,734
1471,668,455,488,744
1472,351,575,475,723
1473,80,375,493,735
1474,524,457,476,745
1475,824,544,478,729
1476,677,488,500,729
1477,986,525,482,749
1478,312,412,497,744
1479,102,451,482,741
1480,836,539,481,734
1481,64,583,494,745
1482,938,528,484,734
1483,293,458,489,747
1484,151,331,499,750
1485,45,442,494,746
1486,981,469,493,745
1487,823,329,497,737
1488,444,396,497,750
1489,631,606,497,747
1490,960,425,493,748
1491,311,558,500,745
1492,921,498,493,750
1493,489,573,493,746
1494,928,443,500,748
1495,905,479,500,747
1496,461,585,495,746
1497,655,554,499,747
1498,563,576,497,748
1499,320,579,498,750
1500,938,356,500,547
1501,184,473,17,133
1502,470,432,141,241
1503,21,422,254,284
1504,840,612,141,310
1505,801,490,388,381
1506,89,453,338,52
1507,457,547,227,463
1508,391,581,80,660
1509,673,416,465,518
1510,17,538,92,420
1511,825,599,270,229
1512,549,458,157,222
1513,358,303,368,160
1514,802,531,480,163
1515,400,550,296,598
1516,783,477,322,533
1517,470,518,335,205
1518,235,463,500,251
1519,70,585,378,98
1520,273,383,153,694
1521,562,500,478,96
1522,975,511,107,214
1523,350,462,366,90
1524,211,524,128,118
1525,275,564,38,203
1526,891,544,402,73
1527,825,503,388,463
1528,259,587,217,337
1529,849,620,359,78
1530,851,453,322,175
1531,644,388,106,127
1532,775,507,115,282
1533,679,540,81,466
1534,829,590,225,351
1535,437,486,447,510
1536,337,507,149,566
1537,720,566,368,469
1538,76,683,396,76
1539,778,418,178,287
1540,283,469,374,342
1541,186,514,410,521
1542,824,506,353,467
1543,100,636,59,178
1544,397,401,464,55
1545,180,662,207,687
1546,452,479,251,662
1547,810,530,130,72
1548,644,590,206,180
1549,601,370,256,332
1550,263,526,461,184
1551,171,518,217,91
1552,866,535,96,352
1553,912,467,414,100
1554,116,576,332,340
1555,434,404,231,338
1556,619,600,114,78
1557,122,507,133,257
1558,899,513,271,416
1559,608,591,264,642
1560,968,552,166,534
1561,667,448,197,375
1562,480,569,391,492
1563,190,410,219,738
1564,847,487,276,403
1565,678,414,497,604
1566,129,397,276,387
1567,163,518,173,249
1568,799,509,291,548
1569,516,580,344,478
1570,535,335,412,280
1571,600,543,161,667
1572,288,566,488,557
1573,346,343,180,86
1574,540,472,354,222
1575,200,473,495,453
1576,498,589,171,202
1577,946,551,161,92
1578,367,432,159,328
1579,212,436,433,652
1580,517,425,119,181
1581,918,465,359,714
1582,672,528,107,623
1583,272,588,95,213
1584,68,539,411,170
1585,966,480,309,635
1586,990,585,262,486
1587,805,394,404,211
1588,503,421,197,187
1589,910,542,464,338
1590,247,493,190,144
1591,843,523,138,571
1592,601,617,292,375
1593,677,520,131,140
1594,824,491,500,707
1595,275,605,477,550
1596,807,482,214,255
1597,606,420,458,430
1598,306,409,433,507
1599,774,481,274,534
1600,978,520,370,194
1601,987,554,284,219
1602,437,411,491,454
1603,944,574,360,428
1604,337,341,148,295
1605,942,555,453,650
1606,13,421,429,527
1607,449,491,416,490
1608,299,405,491,180
1609,422,524,332,689
1610,389,562,255,307
1611,293,372,139,361
1612,96,581,357,646
1613,289,536,165,520
1614,61,374,493,745
1615,685,552,289,115
1616,596,465,425,693
1617,226,599,318,502
1618,270,426,129,398
1619,387,554,214,622
1620,557,548,450,260
1621,468,432,465,309
1622,936,414,180,511
1623,791,554,407,455
1624,605,603,217,390
1625,172,716,477,711
1626,293,413,427,343
1627,475,466,279,617
1628,591,524,421,421
1629,550,524,395,352
1630,483,513,270,386
1631,410,566,223,501
1632,640,568,133,435
1633,806,499,155,178
1634,28,504,197,742
1635,547,463,495,517
1636,103,480,310,685
1637,262,394,289,692
1638,522,682,161,160
1639,24,573,197,503
1640,847,622,161,349
1641,38,482,185,222
1642,133,609,372,343
1643,818,376,415,574
1644,792,588,373,671
1645,69,479,311,539
1646,467,362,403,235
1647,251,435,310,216
1648,377,513,222,682
1649,284,441,323,444
1650,172,546,306,560
1651,427,561,486,177
1652,681,436,305,395
1653,239,468,243,748
1654,181,558,482,360
1655,304,543,381,708
1656,259,593,388,748
1657,606,422,413,162
1658,874,609,342,704
1659,826,485,223,426
1660,348,515,245,354
1661,469,604,383,608
1662,537,405,365,477
1663,260,450,259,556
1664,19,558,274,379
1665,520,469,389,446
1666,426,460,445,731
1667,637,506,378,315
1668,995,440,458,283
1669,877,405,471,431
1670,410,429,334,542
1671,998,473,368,404
1672,315,525,306,530
1673,446,550,435,622
1674,655,607,221,191
1675,956,432,446,254
1676,786,563,228,381
1677,441,498,395,318
1678,64,543,494,655
1679,942,611,488,517
1680,132,593,378,561
1681,954,227,202,462
1682,184,420,294,431
1683,386,531,486,384
1684,101,591,258,576
1685,181,530,435,213
1686,171,577,231,588
1687,999,581,474,244
1688,325,546,500,522
1689,285,507,358,240
1690,922,495,404,230
1691,277,406,330,499
1692,620,410,390,738
1693,668,452,206,354
1694,924,491,410,247
1695,300,383,211,334
1696,536,553,222,471
1697,800,544,339,647
1698,482,395,259,614
1699,945,579,331,656
1700,397,621,253,705
1701,672,412,226,384
1702,963,499,400,405
1703,638,486,500,255
1704,778,617,242,239
1705,339,554,209,700
1706,369,563,446,260
1707,862,545,270,678
1708,338,516,284,349
1709,13,568,262,591
1710,104,557,313,509
1711,732,517,257,428
1712,219,347,322,684
1713,642,537,349,697
1714,42,569,345,566
1715,83,547,435,308
1716,735,387,215,522
1717,925,514,379,446
1718,76,608,349,494
1719,685,500,282,228
1720,946,404,447,555
1721,305,527,432,732
1722,199,500,298,413
1723,396,602,276,656
1724,773,562,328,521
1725,517,485,352,343
1726,745,540,253,238
1727,276,444,324,544
1728,754,440,414,663
1729,944,448,361,556
1730,875,646,459,568
1731,974,442,317,346
1732,167,616,298,262
1733,129,653,243,431
1734,549,593,257,499
1735,959,506,393,716
1736,235,363,479,565
1737,513,598,264,426
1738,206,498,478,610
1739,507,544,254,649
1740,342,505,494,740
1741,661,459,253,496
1742,121,470,493,664
1743,700,347,264,339
1744,713,384,268,698
1745,973,418,391,673
1746,958,519,269,664
1747,83,501,293,565
1748,814,414,489,731
1749,187,506,425,485
1750,308,691,354,392
1751,29,278,481,261
1752,796,595,393,523
1753,740,480,446,649
1754,163,549,376,512
1755,323,386,394,434
1756,677,491,352,486
1757,423,516,269,428
1758,74,575,276,630
1759,940,473,466,388
1760,594,499,275,726
1761,625,696,436,675
1762,469,551,340,423
1763,514,374,300,285
1764,373,454,499,500
1765,858,566,298,267
1766,2,453,268,621
1767,514,359,302,532
1768,884,495,429,676
1769,181,379,499,657
1770,36,464,458,391
1771,751,531,310,589
1772,128,492,378,379
1773,623,484,368,622
1774,371,435,335,514
1775,391,596,338,407
1776,747,584,337,702
1777,669,510,297,350
1778,97,510,291,731
1779,341,405,327,491
1780,745,411,292,450
1781,419,468,355,339
1782,28,593,330,696
1783,483,444,345,583
1784,479,612,367,344
1785,81,646,460,646
1786,509,393,428,625
1787,974,563,385,448
1788,640,356,385,636
1789,45,504,319,745
1790,523,501,448,373
1791,537,602,498,590
1792,800,582,409,603
1793,896,404,404,389
1794,913,458,339,491
1795,408,471,490,375
1796,293,596,456,612
1797,380,657,332,325
1798,249,514,381,443
1799,447,434,373,471
1800,649,507,403,600
1801,532,598,330,720
1802,329,557,312,337
1803,679,484,447,450
1804,522,438,399,356
1805,849,381,355,656
1806,529,406,325,440
1807,432,514,468,716
1808,99,527,372,350
1809,676,535,337,490
1810,307,357,454,655
1811,95,349,392,358
1812,235,502,403,438
1813,719,546,313,504
1814,904,358,488,487
1815,457,430,333,604
1816,179,569,325,363
1817,923,551,482,323
1818,961,580,382,381
1819,498,614,378,323
1820,582,528,451,723
1821,768,629,336,464
1822,70,372,371,671
1823,536,531,327,741
1824,642,534,498,749
1825,436,503,362,747
1826,496,448,381,496
1827,571,412,355,558
1828,655,382,333,703
1829,162,464,460,742
1830,203,426,372,620
1831,789,494,424,495
1832,949,546,453,655
1833,552,514,463,351
1834,69,502,437,673
1835,179,491,371,516
1836,150,452,342,565
1837,589,493,388,458
1838,639,507,341,602
1839,385,428,429,674
1840,26,559,468,448
1841,535,439,497,465
1842,93,652,421,433
1843,4,425,405,446
1844,656,438,402,723
1845,990,442,358,467
1846,124,470,469,449
1847,740,598,413,526
1848,561,432,394,739
1849,905,510,386,627
1850,307,512,476,624
1851,977,537,390,694
1852,474,607,429,727
1853,420,444,401,743
1854,122,553,393,449
1855,620,482,423,497
1856,887,598,490,419
1857,56,406,491,727
1858,247,239,375,582
1859,256,641,422,430
1860,130,587,374,448
1861,893,506,361,402
1862,891,475,499,410
1863,6,386,436,740
1864,728,523,407,741
1865,82,493,395,672
1866,925,511,428,628
1867,766,452,459,456
1868,995,555,410,672
1869,242,508,413,470
1870,307,507,488,633
1871,860,609,439,689
1872,354,344,470,558
1873,11,496,493,452
1874,846,502,392,419
1875,542,380,439,510
1876,664,560,478,407
1877,344,429,456,538
1878,651,506,493,599
1879,174,535,462,555
1880,915,357,422,388
1881,898,416,477,547
1882,695,534,469,395
1883,380,549,422,437
1884,10,513,435,509
1885,244,432,476,653
1886,844,494,446,675
1887,920,653,461,460
1888,4,578,432,425
1889,448,596,479,572
1890,290,574,453,578
1891,568,680,439,565
1892,74,458,435,541
1893,21,643,438,513
1894,838,474,431,669
1895,797,535,487,457
1896,727,580,466,724
1897,132,476,473,478
1898,657,580,433,458
1899,667,371,411,635
1900,199,540,488,521
1901,448,474,456,596
1902,146,589,470,641
1903,880,567,481,431
1904,814,544,460,476
1905,973,476,479,410
1906,324,537,497,468
1907,637,479,499,628
1908,66,385,418,511
1909,760,418,445,619
1910,731,501,425,712
1911,577,483,493,482
1912,561,492,469,662
1913,444,607,416,424
1914,170,556,494,739
1915,773,511,429,622
1916,545,434,467,696
1917,114,464,453,636
1918,725,451,497,580
1919,500,490,467,694
1920,631,417,471,439
1921,183,538,447,517
1922,444,478,421,636
1923,233,597,500,674
1924,526,422,480,579
1925,537,508,428,741
1926,703,444,450,716
1927,141,513,444,465
1928,7,492,452,445
1929,447,582,450,437
1930,790,658,488,732
1931,147,532,446,673
1932,123,465,434,443
1933,435,628,459,600
1934,478,496,470,583
1935,484,473,459,459
1936,629,511,494,572
1937,510,506,442,502
1938,371,523,480,502
1939,568,553,445,505
1940,940,562,456,539
1941,994,488,446,501
1942,656,406,455,692
1943,916,456,462,481
1944,498,513,497,541
1945,444,353,447,505
1946,461,610,485,695
1947,766,628,488,582
1948,273,475,461,747
1949,11,432,455,562
1950,404,505,489,515
1951,90,516,454,561
1952,285,604,460,589
1953,968,566,498,678
1954,79,457,472,463
1955,615,484,476,468
1956,444,527,498,686
1957,999,616,497,701
1958,161,463,477,565
1959,598,574,464,667
1960,726,477,471,688
1961,318,589,498,472
1962,523,424,483,744
1963,88,576,474,508
1964,650,586,489,580
1965,614,461,480,737
1966,274,365,469,561
1967,590,555,482,557
1968,348,462,493,551
1969,318,550,474,529
1970,905,546,496,627
1971,102,531,494,609
1972,2,547,491,678
1973,733,672,499,699
1974,770,393,475,577
1975,727,534,478,484
1976,299,521,487,619
1977,95,488,497,706
1978,29,465,483,563
1979,222,601,491,611
1980,655,319,491,535
1981,736,348,495,652
1982,735,452,500,526
1983,76,521,484,714
1984,322,478,487,504
1985,140,432,500,533
1986,213,420,498,615
1987,982,586,493,506
1988,207,593,498,586
1989,823,396,496,651
1990,38,563,492,599
1991,851,626,498,641
1992,162,458,493,747
1993,648,521,492,510
1994,896,496,500,747
1995,821,518,498,503
1996,742,508,495,567
1997,421,523,499,557
1998,356,621,497,508
1999,110,451,500,501
2000,939,720,499,699
2001,318,529,448,743
2002,136,471,282,719
2003,884,551,159,723
2004,223,585,126,733
2005,2,483,255,601
2006,726,455,257,575
2007,792,472,342,669
2008,265,486,325,686
2009,81,512,482,606
2010,349,408,147,645
2011,206,528,422,689
2012,104,585,323,740
2013,883,531,241,534
2014,115,511,500,637
2015,731,417,225,675
2016,152,498,168,609
2017,425,527,344,719
2018,871,541,139,738
2019,21,418,394,662
2020,348,591,53,633
2021,811,578,236,646
2022,696,516,63,669
2023,510,509,114,579
2024,989,522,219,672
2025,261,516,98,719
2026,206,490,279,538
2027,201,602,251,561
2028,244,527,430,673
2029,413,590,427,709
2030,836,491,151,567
2031,301,531,108,547
2032,120,449,386,711
2033,535,529,35,698
2034,52,499,80,537
2035,85,475,183,680
2036,702,630,248,577
2037,826,466,300,618
2038,1000,419,109,657
2039,61,573,227,639
2040,822,407,323,605
2041,12,605,95,651
2042,455,510,416,617
2043,197,607,130,559
2044,913,489,430,600
2045,61,532,237,620
2046,51,482,346,623
2047,704,485,226,569
2048,700,606,435,602
2049,930,490,357,671
2050,683,462,229,556
2051,607,539,153,554
2052,555,516,458,626
2053,933,340,99,587
2054,662,469,95,597
2055,156,491,452,673
2056,797,575,148,726
2057,472,393,428,637
2058,671,535,391,667
2059,939,547,266,602
2060,941,395,80,709
2061,615,520,251,716
2062,820,378,80,684
2063,387,453,411,638
2064,948,586,368,637
2065,226,400,357,620
2066,140,645,155,623
2067,289,451,121,599
2068,777,452,77,606
2069,130,630,328,613
2070,645,482,293,649
2071,821,391,424,696
2072,171,606,269,594
2073,108,426,286,738
2074,728,478,317,697
2075,534,526,261,612
2076,436,643,253,660
2077,357,547,296,638
2078,982,543,250,742
2079,754,570,129,626
2080,116,468,325,712
2081,403,421,334,644
2082,737,505,113,731
2083,817,387,260,740
2084,913,464,282,633
2085,362,495,321,676
2086,516,576,286,659
2087,642,645,196,682
2088,872,382,348,592
2089,893,534,457,663
2090,344,609,310,641
2091,181,408,90,675
2092,865,379,151,677
2093,111,570,234,598
2094,351,418,254,683
2095,407,616,177,652
2096,658,550,101,629
2097,251,539,165,608
2098,365,528,244,598
2099,634,519,187,626
2100,399,516,319,702
2101,901,654,173,632
2102,300,385,255,668
2103,124,475,117,705
2104,188,494,260,665
2105,142,461,472,686
2106,935,487,201,685
2107,125,521,370,739
2108,519,572,190,630
2109,64,468,315,719
2110,352,518,392,749
2111,732,508,429,644
2112,740,576,381,668
2113,725,511,464,654
2114,686,422,346,652
2115,199,482,194,674
2116,393,485,433,731
2117,752,534,315,692
2118,25,521,131,677
2119,636,490,370,633
2120,218,548,316,650
2121,504,432,431,654
2122,282,464,193,746
2123,334,529,366,713
2124,848,667,246,626
2125,891,484,231,634
2126,602,601,146,660
2127,335,490,449,698
2128,748,599,497,677
2129,704,446,473,740
2130,402,298,283,748
2131,207,453,138,700
2132,748,505,329,660
2133,597,513,433,659
2134,455,517,303,730
2135,457,507,467,692
2136,573,412,242,735
2137,626,436,305,749
2138,523,498,209,740
2139,399,534,348,696
2140,181,386,416,682
2141,644,520,300,747
2142,929,587,438,694
2143,823,512,290,685
2144,310,550,310,687
2145,669,413,154,738
2146,93,469,339,745
2147,290,483,353,671
2148,600,415,496,704
2149,775,474,249,706
2150,523,539,451,670
2151,423,302,323,679
2152,831,565,231,656
2153,961,541,308,713
2154,955,575,194,717
2155,151,446,362,744
2156,327,550,351,695
2157,945,514,218,728
2158,330,507,317,715
2159,436,386,195,737
2160,314,598,455,703
2161,786,490,414,735
2162,108,694,299,725
2163,683,461,468,690
2164,100,664,381,722
2165,798,552,484,685
2166,950,482,253,674
2167,665,458,264,720
2168,249,532,327,741
2169,252,461,241,675
2170,155,491,297,673
2171,511,658,184,718
2172,546,443,374,690
2173,951,502,195,746
2174,377,599,378,717
2175,25,605,303,681
2176,430,502,212,709
2177,897,488,426,708
2178,40,395,409,691
2179,376,486,456,697
2180,762,541,293,717
2181,899,502,184,695
2182,551,565,308,736
2183,952,524,409,738
2184,223,599,359,711
2185,162,365,479,694
2186,916,413,457,745
2187,53,614,308,699
2188,405,402,219,695
2189,609,523,474,742
2190,563,509,438,724
2191,877,487,227,723
2192,641,485,450,734
2193,930,446,292,698
2194,251,383,409,723
2195,218,539,334,721
2196,948,616,246,711
2197,118,306,280,733
2198,742,516,266,750
2199,126,613,389,710
2200,11,447,426,712
2201,576,527,328,742
2202,502,530,353,703
2203,795,514,488,748
2204,18,488,458,726
2205,700,443,460,736
2206,80,511,474,738
2207,889,415,485,729
2208,274,685,460,727
2209,210,378,474,739
2210,977,578,316,737
2211,516,576,223,727
